label, text
 Energy storage machine, Hydrogen energy storage system
 Automobile, Self-driving cars
 Wind power plant development and construction, Wind farm development
 Car Repair, Car Repair and Maintenance
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Power Station, Pumped Storage Power Station
 Photovoltaic panels, Photovoltaic module sales
 Temperature Sensor, Smart Temperature Sensor
 Power Station, Photovoltaic power station construction
 Photovoltaic panels, Photovoltaic panels
 Wind power operation, Wind power project operation
 Rim, Car wheels
 Truck, Light Trucks
 Wind power, Wind power generation system
 Management Consulting, Energy Management Consulting
 Inorganic Fiber, Carbon fiber material
 Commercial trade services, Steel Trading Services
 Charging station service, New energy vehicle charging service
 Power Generation Machinery, Hydropower generation equipment
 Information business, Energy Logistics
 Wind power operation, Wind power project operation
 Energy storage machine, Hydrogen energy storage system
 Energy storage machine, Hydrogen energy storage system
 Temperature Sensor, Smart Temperature Sensor
 Mechanical equipment, Mechanical and electrical equipment
 Truck, Light Trucks
 Power Equipment, Power equipment production
 Automobile, Self-driving cars
 trading, Non-ferrous metals trading
 Power Station, Pumped Storage Power Station
 Body accessories, New energy vehicle accessories
 Charging station service, New energy vehicle charging service
 Automobile, Self-driving cars
 Equipment Installation, Power equipment installation
 Power Generation Machinery, Hydropower generation equipment
 Financial leasing, New energy vehicle financing leasing
 Wind power plant development and construction, Wind power project operation
 Integrated control system, Control System
 Inorganic Fiber, Carbon fiber material
 Pumped Storage, Pumped Storage Power Station
 Power battery system, New energy power generation system
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 New Energy Vehicles, New energy vehicle research and development
 Charging and swapping stations, Electric vehicle charging stations
 Energy Management System, Energy Management System
 Pigments, Green paint
 Warehousing and distribution, Warehousing and logistics equipment
 Brokerage Agent, Car Insurance Agent
 trading, Non-ferrous metals trading
 Wind power plant development and construction, Wind farm construction
 Power transmission equipment, Power transmission equipment
 Photovoltaic panels, Photovoltaic panels
 Power battery system, New energy power generation system
 Power battery system, New energy power generation system
 Power Equipment, Power equipment manufacturing
 Warehousing Services, Warehousing Services
 Photovoltaic panels, Single crystal silicon material
 Truck, Light Trucks
 Photovoltaic panels, Photovoltaic panels
 Energy storage machine, Hydrogen energy storage system
 Equipment Installation, Power equipment installation
 Financial leasing, New energy vehicle financing leasing
 Glasses, Optical glasses
 trading, Non-ferrous metals trading
 Rim, Car wheels
 Energy Management System, Energy Management System
 Power System, Electric vehicle power system research and development
 Warehousing and distribution, Warehousing and logistics equipment
 Monitoring unit,Video surveillance equipment
 Construction Machinery, Mechanical and electrical equipment
 Photovoltaic power station operation, Photovoltaic power station operation
 Wind power, Wind turbines
 Wind power plant development and construction, Wind farm construction and operation
 Inorganic Fiber, Carbon fiber material
 Power transmission equipment, Power transmission equipment
 Satellite communication transmission equipment, Satellite communication system
 Energy storage machine, Hydrogen energy storage system
 Monitoring unit, Security monitoring system
 Photovoltaic panels, Photovoltaic panels
 Monitoring unit, Security monitoring system
 Truck, Light Trucks
 Glasses, Optical glasses
 New Energy Vehicles, New energy vehicle motor
 Power Equipment, Power facilities
 Pumped Storage, Pumped Storage Power Station
 Integrated control system, Control System
 Satellite communication transmission equipment, Satellite communication system
 Photovoltaic panels, Single crystal silicon material
 Monitoring unit, Security monitoring system
 Brokerage Agent, Car Insurance Agent
 Wind power operation, Wind power project operation
 Photovoltaic power station operation, Photovoltaic power station operation
 Automobile, Self-driving cars
 Photovoltaic panels, Photovoltaic panels
 Energy storage machine, Hydrogen energy storage system
 New energy vehicle logistics vehicle, New energy vehicle logistics vehicle
 Commercial trade services, Steel Trading Services
 Mechanical equipment, Mechanical and electrical equipment
 Warehousing and distribution, Warehousing and logistics equipment
 lubricating oil, Lubricant products
 Power Generation Machinery, Hydropower generation equipment
 Equipment Installation, Power equipment installation
 Power transmission equipment, Power transmission equipment
 Power Equipment, Power facilities
 Charging and swapping stations, Electric vehicle charging stations
Automotive interior parts, Automobile interior parts production
 Photovoltaic panels, Single crystal silicon material
 Steel, Steel Processing
 Equipment Installation, Power equipment installation
Automotive interior parts, Automobile interior parts production
 Temperature Sensor, Smart Temperature Sensor
 Power Station, Pumped Storage Power Station
 Satellite navigation application system, Application of Beidou Satellite Navigation Technology
 Wind power, Wind power generation system
 Auto Finance, Automotive Financial Services
 Photovoltaic panels, Photovoltaic panels
 Wind power plant development and construction, Wind farm development
 Power Generation Machinery, Clean energy power generation equipment
 Intelligent transportation equipment, Intelligent Transportation Systems
 Lithium-ion battery, Lithium-ion battery materials
 Rim, Car wheels
 Iron and Steel Metallurgy, Steel Production
 Power Equipment, Power equipment production
 Thermal imaging camera, Infrared thermal imaging technology products
 Intelligent transportation equipment, Intelligent Transportation Systems
 nuclear power, Nuclear power equipment
 Power Station, Photovoltaic power station operation
